,ID,Метод сбора данных,Метка_Северен,Метка_Альянс,Телефон,Наименование компании,ИНН,Дата завершения интервью,MRF_МРФ,RF_Филиал РТК,Технология,TYPE_Макросегмент,SEGMENT_Сегмент,iNPS Лояльность провайдеру ШПД iU4,iNPS_OE,iSAT Удовлетворённость провайдером ШПД iU4,iTPSat1 Набор дополнительных услуг и опций   провайдера ШПД iU4,iTPSat2 Процесс подключения новых услуг провайдера ШПД iU5,iTPSat3 Оборудование провайдера ШПД iU6,iTPSat4 Сайт провайдера ШПД iU7,iTPSat5 Личный кабинет провайдера ШПД iU8,iTPSat6 Служба технической поддержки провайдера ШПД iU9,iTPSat7 Система выставления счетов  провайдера ШПД iU10,iTPSat8 Личный менеджер провайдера ШПД iU11,iTPSat9 Справочная служба провайдера ШПД iU12,iTPSat10 Офисы обслуживания  провайдера ШПД iU13,iTPSat11 Работа с претензиями провайдера ШПД iU14,iTPSat12 Тарифы  провайдера ШПД iU15,iTPSat13 Скорость Интернета  провайдера ШПД iU16,iTPSat14 Стабильность Интернета  провайдера ШПД iU17,iTPSat15 Реклама  провайдера ШПД iU18,iA1Sat1 Удовлетворённость Количеством доп. услуг и опций провайдера ШПД iU4,iA1Sat2 Удовлетворённость Понятностью предлагаемых услуг провайдера ШПД iU4,iA1Sat3 Удовлетворённость Стоимостью доп. услуг и опций провайдера ШПД iU4,iA1Sat4 Удовлетворённость Скидками на доп.услуги и опции провайдера ШПД iU4,iA1Sat5 Удовлетворённость Наличием пакетных предложений на доп.услуги и опции провайдера ШПД iU4,iA2Sat1 Удовлетворённость Удобством подключения провайдера ШПД iU4,iA2Sat2 Удовлетворённость Скоростью подключения провайдера ШПД iU4,iA2Sat3 Удовлетворённость Качеством подключения и настройки оборудования провайдера ШПД iU4,iA6Sat1 Удовлетворённость Простотой подачи обращения провайдера ШПД iU4,iA6Sat2 Удовлетворённость Удобством способов связи с техподдержкой провайдера ШПД iU4,iA6Sat3 Удовлетворённость Компетентностью специалистов провайдера ШПД iU4,iA6Sat4 Удовлетворённость Сроками решения вопросов провайдера ШПД iU4,iA6Sat5 Удовлетворённость Результатами работы по устранению неисправностей провайдера ШПД iU4,iA6Sat6 Удовлетворённость Информированием о статусе решения вопроса провайдера ШПД iU4,iA7Sat1 Удовлетворённость Понятностью счетов провайдера ШПД iU4,iA7Sat2 Удовлетворённость Своевременностью получения счетов провайдера ШПД iU4,iA7Sat4 Удовлетворённость Удобством получения счетов провайдера ШПД iU4,iA7Sat5 Удовлетворённость Возможностью получить отсрочку провайдера ШПД iU4,iA7Sat6 Удовлетворённость Корректностью  начислений в счетах провайдера ШПД iU4,iA10Sat1 Удовлетворённость Ррасположенияем и временем работы офиса провайдера ШПД iU4,iA10Sat2 Удовлетворённость Результативностью обращения в офис провайдера ШПД iU4,iA10Sat3 Удовлетворённость Скоростью решения вопроса или проблемы провайдера ШПД iU4,iA10Sat4 Удовлетворённость Компетентностью сотрудников офиса провайдера ШПД iU4,iA11Sat1 Удовлетворённость Простотой подачи претензий провайдера ШПД iU4,iA11Sat2 Удовлетворённость Сроками решения претензий провайдера ШПД iU4,iA11Sat3 Удовлетворённость Результатами работы по претензиям провайдера ШПД iU4,iA11Sat4 Удовлетворённость Удобством обращения к руководству провайдера при нерешённости претензии провайдера ШПД iU4,iA11Sat5 Удовлетворённость Решением вопроса с первого обращения без повторных обращений провайдера ШПД iU4,iA12Sat1 Удовлетворённость Соотношением цены и скорости провайдера ШПД iU4,iA12Sat2 Удовлетворённость Наличием выгодных для Вас тарифов провайдера ШПД iU4,iA12Sat3 Удовлетворённость Прозрачностью тарифов провайдера ШПД iU4,iA12Sat4 Удовлетворённость Наличием нескольких услуг на одном тарифе провайдера ШПД iU4,iA12Sat5 Удовлетворённость Наличием нужных услуг и сервисов в тарифах провайдера ШПД iU4,EQPT_Роутер или другое устройство для подключения к Интернет Вам предоставил провайдер?,CNCT_Установка и настройка роутера производилась специалистами провайдера?,REBT_Как часто в вашей компании приходится перезагружать роутер? ,ILT Срок жизни ШПД,IUsg1 Ваша компания обращалась к личному менеджеру для получения консультаций и справок по поводу тарифов и работы Интернета? ,"IUsg3 А для решения каких-либо проблем в работе Интернета, таких как низкая скорость, отсутствие Интернета? ",IUsg4 А по вопросам подключения дополнительных услуг? ,IUsg5 Ваша компания звонила в колл-центр для получения консультаций и справок по поводу тарифов и работы Интернета?,IUsg7 А по вопросам подключения дополнительных услуг?,IUsg8 Ваша компания звонила в колл-центр для решения технических проблем?,IUsg9 К Вам в офис приходили специалисты для устранения технических неполадок?,iARPU Сумма в месяц на ШПД,CompNum Кол-во сотрудников,CompAreac Сфера деятельности,RespTitle Должность респондента,"DM Лицо, принимавшиее решение о подключении ШПД",Age_Возраст респондента,Age_int Возраст респондента интервал,Gender Пол респондента,Оld_sample_Основная выборка,wt_Веса для расширенной выборки,wt_old_sample_Веса для основной выборки
1742,20200228773,CATI,,,78459521655,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ "" ХВАЛЫНСКИЙ ДОМ - ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ""",6448008437,26.11.2020,Волга,01307 Саратовский филиал,Медь,B2G,МСП,10,"Скорость хорошая. В целом, в плане обслуживания - нормально всё. Мы уже лет 10 с ними работаем, даже больше.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,"0,9","1,59"
1743,20200228965,CATI,,,78457421727,"МУК ""ПУГАЧЕВСКИЙ МЕМОРИАЛЬНЫЙ ДОМ-МУЗЕЙ В.И.ЧАПАЕВА""",6445005068,30.11.2020,Волга,01307 Саратовский филиал,Медь,B2G,МСП,10,"бесперебойный интернет, нет проблем, тариф меня устраивает, потому что сотрудники ростелком сделали мне выгодный тариф",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"0,9","1,59"
1744,20200229103,CATI,,,78456751605,МОУ - СОШ №4 Г.МАРКСА,6443012630,30.11.2020,Волга,01307 Саратовский филиал,Медь,B2G,МСП,10,"За срочность выполнения заказа, если что-то у нас не так, то они быстро приходят - ребята, делают, если какая то проблема.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"0,9","1,59"
1745,20200229231,CATI,,,78459373110,МУ ИЦ *ВОЛЬСКАЯ ЖИЗНЬ*,6441013974,23.10.2020,Волга,01307 Саратовский филиал,Оптика,B2B,МСП,10,"надежная компания,качество связи достаточно высокое,быстрое решение каких-то технических проблем компании,очень много уделяется вопросам,обслуживанию клиентов,внимательность и т.д.",10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,999.0,1.0,16,98.0,2.0,58.0,6.0,1.0,1.0,"1,05","1,41"
1746,20200229304,CATI,,,78454563503,"ООО ""СКОН""",6440037475,13.10.2020,Волга,01307 Саратовский филиал,Оптика,B2B,МСП,10,"за то что услуги,которые он предлагает,он исполняет.",10.0,98.0,98.0,10.0,98.0,98.0,10.0,10.0,10.0,98.0,10.0,98.0,10.0,10.0,10.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,98.0,10.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,,,,2.0,2.0,1.0,98,2.0,2.0,44.0,4.0,2.0,1.0,"1,05","1,41"
1747,20200229673,CATI,,,73535120326,АДМИНИСТРАЦИЯ АСЕКЕЕВСКОГО РАЙОНА (ОТДЕЛ ЗАГС),5622003662,27.11.2020,Волга,01304 Оренбургский филиал,Оптика,B2G,3К,10,хорошее интернет соединение. нет технических сбоев за последние несколько лет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,"1,1","1,42"
1748,20200229688,CATI,,,78456652164,"ООО ""ЗАВОЛЖЬЕ""",6433007920,30.11.2020,Волга,01307 Саратовский филиал,Медь,B2B,МСП,10,"мы давно с ним работаем,все хорошо,все замечательно,связь нормальная,доступная.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"0,9","1,59"
1749,20200229705,CATI,,,78456650042,"МКУ ""АХО ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ СОВЕТСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""",6433006123,23.10.2020,Волга,01307 Саратовский филиал,Mix,B2G,МСП,10,"мне нравится обслуживание, скорость и техподдержка",10.0,98.0,98.0,10.0,10.0,98.0,10.0,10.0,10.0,98.0,10.0,98.0,10.0,10.0,10.0,98.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,98.0,10.0,10.0,10.0,10.0,10.0,,,,,,10.0,98.0,10.0,98.0,98.0,99.0,1.0,1.0,6.0,2.0,2.0,2.0,,,,2.0,999.0,3.0,15,8.0,99.0,30.0,3.0,2.0,1.0,"0,85","0,75"
1750,20200229741,CATI,,,79619290220,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЦФЭР-ПРЕСС""",7713754243,27.11.2020,Волга,01304 Оренбургский филиал,Оптика,B2B,3К,10,"Надежный, оперативный, недорогие",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,1","1,42"
1751,20200229746,CATI,,,78452692504,"ООО ""АГРОЗАЩИТА""",6432004300,02.11.2020,Волга,01307 Саратовский филиал,Оптика,B2B,МСП,10,"во первых за скорость, во вторых за сервис",10.0,98.0,98.0,10.0,98.0,98.0,10.0,10.0,10.0,10.0,98.0,10.0,9.0,10.0,9.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,,,,,10.0,10.0,9.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1,12.0,2.0,29.0,3.0,1.0,1.0,"1,05","1,41"
1752,20200229788,CATI,,,78454821665,ОТДЕЛ СЕЛЬСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ САМОЙЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,6431004473,26.11.2020,Волга,01307 Саратовский филиал,Оптика,B2G,МСП,10,потому что работает хорошо,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,"1,05","1,41"
1753,20200229815,CATI,,,79061556202,МОУ РОМАНОВСКАЯ СОШ РОМАНОВСКОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ ИМЕНИ И.В.СЕРЕЩЕНКО,6430003773,02.11.2020,Волга,01307 Саратовский филиал,Оптика,B2G,МСП,10,скорость интернета устраивает.,10.0,10.0,98.0,98.0,10.0,10.0,10.0,10.0,98.0,98.0,10.0,98.0,10.0,10.0,10.0,10.0,98.0,98.0,98.0,98.0,98.0,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,,1.0,1.0,6.0,,,,,,,1.0,3.0,3.0,12,98.0,3.0,48.0,5.0,2.0,1.0,"1,05","1,41"
1754,20200229822,CATI,,,78454441498,ТЕРРИТОРИАЛЬНАЯ ИЗБИРАТЕЛЬНАЯ КОМИССИЯ РОМАНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,6430003283,25.11.2020,Волга,01307 Саратовский филиал,Оптика,B2G,МСП,10,"Бесперебойно работает, скорость нормальная, платежи присылают вовремя, мы оплачиваем , просрочки нету, всё отлажено, скорость и бесперебойная работа, мастера по звонку приходят, в день обращения.",10.0,98.0,98.0,10.0,98.0,98.0,10.0,10.0,98.0,10.0,10.0,10.0,8.0,10.0,10.0,98.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0,98.0,99.0,1.0,1.0,1.0,6.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,3,98.0,1.0,50.0,5.0,1.0,1.0,"1,05","1,41"
1755,20200229889,CATI,,,78457521406,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ ""КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ПЕРЕЛЮБСКОГО РАЙ",6424003905,27.11.2020,Волга,01307 Саратовский филиал,Оптика,B2G,МСП,10,потому что связь более мение нормальная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,05","1,41"
1756,20200229935,CATI,,,78457641148,"МОУ ""СОШ С. ПИГАРИ""",6423004159,27.11.2020,Волга,01307 Саратовский филиал,Оптика,B2G,МСП,10,"я других провайдеров незнаю,пользуюсь только Ростелекомом.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,05","1,41"
1757,20200230227,CATI,,,78457951678,ФИНАНСОВОЕ УПРАВЛЕНИЕ АДМИНИСТРАЦИИ ИВАНТЕЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ,6414001666,27.11.2020,Волга,01307 Саратовский филиал,Оптика,B2G,МСП,10,"своевременное обслуживание и быстрая реакция на какие-либо вопросы,поддержку,за качество интернета,предоставляемых услуг",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,"1,05","1,41"
1758,20200230368,CATI,,,79372451799,АДМИНИСТРАЦИЯ КАМЫШЕВСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ДЕРГАЧЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ,6410972138,25.11.2020,Волга,01307 Саратовский филиал,Оптика,B2G,МСП,10,быстрая связь,10.0,10.0,10.0,10.0,98.0,10.0,98.0,10.0,98.0,98.0,98.0,7.0,10.0,10.0,10.0,98.0,98.0,98.0,98.0,98.0,98.0,7.0,7.0,7.0,,,,,,,10.0,10.0,10.0,98.0,98.0,,,,,98.0,98.0,98.0,5.0,98.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,3.0,,,,,,,1.0,999.0,1.0,98,98.0,3.0,49.0,5.0,2.0,,"1,05","1,41"
1759,20200230425,CATI,,,78459222748,"ООО""АГРО-Т""",6407002813,21.10.2020,Волга,01307 Саратовский филиал,Медь,B2B,МСП,10,"качество данной услуги и скорость ,самое главное- скорость.",10.0,10.0,98.0,10.0,10.0,98.0,10.0,10.0,98.0,98.0,10.0,98.0,10.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,,,,,,10.0,8.0,10.0,10.0,10.0,1.0,1.0,2.0,6.0,,,,,,,1.0,2.0,1.0,1,6.0,3.0,40.0,4.0,2.0,1.0,"0,9","1,59"
1760,20200230432,CATI,,,78459224206,АДМИНИСТРАЦИЯ ЦАРЕВЩИНСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ БАЛТАЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,6407002370,27.11.2020,Волга,01307 Саратовский филиал,Медь,B2G,МСП,10,за то что устойчивая связь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"0,9","1,59"
1761,20200230469,CATI,,,79279185804,"ООО ""РЮРИК""",6404004379,27.11.2020,Волга,01307 Саратовский филиал,Медь,B2B,МСП,10,"хорошая скорость, высоко скоростной. нареканий никаких не было. поломок не было. счета приходят электронно в личный кабинет",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,"0,9","1,59"
1762,20200230523,CATI,,,78454241691,"МЕЖМУНИЦИПАЛЬНОЕ РАЙОННОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""АРКАДАКСКАЯ МЕЖПОСЕЛЕНЧЕСКАЯ ЦЕНТРАЛЬНАЯ БИБЛИОТЕКА "" АРКАДАКСКОГО РАЙОНА",6402005514,13.10.2020,Волга,01307 Саратовский филиал,Mix,B2G,МСП,10,"скорость хорошая, нас всё устраивает. оптоволокно подключили и всё замечательно стало. из-за скорости и буду рекомендовать, все остальные связи у нас которые идут через модем USB плохо работают, а это очень хорошее. нас всё устраивает, более чем",10.0,98.0,98.0,8.0,98.0,98.0,10.0,98.0,98.0,98.0,10.0,10.0,98.0,10.0,10.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,98.0,98.0,98.0,98.0,98.0,,,,,,1.0,1.0,2.0,6.0,,,,,,,2.0,999.0,1.0,98,98.0,3.0,32.0,3.0,1.0,1.0,"0,85","0,75"
1763,20200230530,CATI,,,78454241847,"МУП МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ АРКАДАКСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ ""РЕДАКЦИЯ ГАЗЕТЫ ""СЕЛЬСКАЯ НОВЬ""",6402005183,26.11.2020,Волга,01307 Саратовский филиал,Оптика,B2B,МСП,10,"у нас другого нет, сравнить не с чем",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,05","1,41"
1764,20200230586,CATI,,,79648754616,"ООО ""ЭЛЕГАНТ-2000""",5835035884,05.11.2020,Волга,01305 Пензенский филиал,Оптика,B2B,SOHO,10,"Цена приемлемая, ну и качество.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1.0,"0,81","1,32"
1765,20200230642,CATI,,,79228138907,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ВОЛГА""",6312146327,27.11.2020,Волга,01304 Оренбургский филиал,Оптика,B2B,3К,10,"хорошо работает, без перебоев, проблем нет",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,1","1,42"
1766,20200230749,CATI,,,78482308683,"САДОВОДЧЕСКОЕ НЕКОММЕРЧЕСКОЕ ТОВАРИЩЕСТВО ""ПРЕСОВЩИК""",6382003192,27.10.2020,Волга,01306 Самарский филиал,Оптика,B2B,МСП,10,"качество,цена.нас все устраивает",10.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,10.0,98.0,98.0,98.0,10.0,10.0,10.0,8.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,,,,,,,,,,10.0,10.0,10.0,10.0,98.0,,1.0,1.0,6.0,2.0,2.0,2.0,,,,2.0,2.0,1.0,98,6.0,3.0,67.0,7.0,2.0,,"1,17","1,53"
1767,20200230781,CATI,,,79370732951,ГБОУ ООШ С. СТАРОЕ МАКСИМКИНО,6381019263,30.11.2020,Волга,01306 Самарский филиал,Оптика,B2G,МСП,10,За скорость.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"1,17","1,53"
1768,20200230784,CATI,,,78465022418,ГБОУ СОШ Ж.-Д. СТ. ПОГРУЗНАЯ,6381019231,15.10.2020,Волга,01306 Самарский филиал,Оптика,B2G,МСП,10,"нареканий нет по работе, технические проблемы всегда устраняют,  с  документацией  всегда   тоже  хорошо.",10.0,98.0,10.0,98.0,98.0,98.0,10.0,10.0,98.0,10.0,98.0,98.0,10.0,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,,1.0,2.0,6.0,,,,2.0,1.0,1.0,1.0,4.0,2.0,12,6.0,99.0,40.0,4.0,2.0,1.0,"1,17","1,53"
1769,20200230831,CATI,,,78465545149,ГБОУ СОШ С. КАНДАБУЛАК,6381018679,16.10.2020,Волга,01306 Самарский филиал,Mix,B2G,МСП,10,"Если что-то выходит из строя, они быстро исправляют это.",10.0,98.0,98.0,10.0,98.0,98.0,10.0,10.0,98.0,2.0,10.0,10.0,98.0,6.0,6.0,98.0,,,,,,,,,10.0,5.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,,,,,,1.0,1.0,99.0,6.0,,,,1.0,2.0,1.0,1.0,4.0,2.0,12,6.0,2.0,63.0,7.0,2.0,1.0,"0,87","1,09"
1770,20200230843,CATI,,,78465231140,"ГБОУ СОШ ""ОЦ"" С. СТАРАЯ ШЕНТАЛА",6381018541,18.11.2020,Волга,01306 Самарский филиал,Оптика,B2G,МСП,10,"У нас оптоволокно нареканий нет, завалов нет, скорость устраивает по договору.",8.0,98.0,98.0,10.0,10.0,98.0,8.0,10.0,98.0,7.0,98.0,98.0,8.0,8.0,8.0,8.0,,,,,,,,,7.0,7.0,9.0,7.0,8.0,7.0,10.0,10.0,10.0,98.0,10.0,,,,,,,,,,10.0,99.0,9.0,99.0,8.0,1.0,1.0,3.0,6.0,,,,2.0,2.0,2.0,1.0,3.0,2.0,12,98.0,3.0,45.0,4.0,1.0,1.0,"1,17","1,53"
1771,20200230953,CATI,,,78465526046,"ООО ""СЕРГИЕВСКОЕ АТП""",6381007589,01.12.2020,Волга,01306 Самарский филиал,Оптика,B2B,МСП,10,работает скорость удовлетворяет никаких перебоев ниче нет абсолютно все нормально,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,17","1,53"
1772,20200230981,CATI,,,78465527951,"ОАО ""СЕРГИЕВСКИЙ РМЗ""",6381000248,17.11.2020,Волга,01306 Самарский филиал,Медь,B2B,МСП,10,"у меня проблем не возникает с ним , за исключение глобальных каких то может",10.0,98.0,98.0,10.0,98.0,98.0,99.0,10.0,98.0,98.0,98.0,98.0,9.0,10.0,9.0,98.0,,,,,,,,,98.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,10.0,98.0,10.0,,,,,,,,,,98.0,98.0,98.0,10.0,98.0,1.0,1.0,2.0,6.0,,,,,,,2.0,2.0,1.0,1,6.0,2.0,56.0,6.0,2.0,1.0,"0,87","1,15"
1773,20200231023,CATI,,,78466721766,"МБУК ""БОРСКИЙ КРАЕВЕДЧЕСКИЙ МУЗЕЙ""",6377015869,14.10.2020,Волга,01306 Самарский филиал,Медь,B2G,МСП,10,"за быстроту,  за скорость,  рекламы мешают работать",10.0,98.0,98.0,10.0,98.0,98.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,9.0,8.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,8.0,10.0,9.0,9.0,9.0,99.0,9.0,,,,,9.0,9.0,9.0,9.0,9.0,99.0,7.0,99.0,99.0,99.0,1.0,1.0,1.0,6.0,99.0,1.0,1.0,99.0,1.0,1.0,1.0,2.0,1.0,98,98.0,3.0,39.0,4.0,2.0,1.0,"0,87","1,15"
1774,20200231100,CATI,,,78467021667,"ООО ""НЕФТЕГОРСКАЯ БАЗА ПРОИЗВОДСТВЕННОГО ОБСЛУЖИВАНИЯ""",6377006014,02.12.2020,Волга,01306 Самарский филиал,Медь,B2B,МСП,10,"нравится все мне ,нравится ,все устраивает , меня все устраивает",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,"0,87","1,15"
1775,20200231112,CATI,,,79277406488,НСНТСН №1,6377003302,30.11.2020,Волга,01306 Самарский филиал,Оптика,B2B,МСП,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,"1,17","1,53"
1776,20200231182,CATI,,,78465721456,ГБОУ СОШ С. КРАСНЫЙ ЯР,6376021813,18.11.2020,Волга,01306 Самарский филиал,Mix,B2G,МСП,10,"Надежный партнер, интернет постоянно, если и бывают какие-то перебои,то это не по их вине, хорошие расчеты у нас с ними, обращения, и договора, и своевременное выставление счетов.",9.0,98.0,98.0,98.0,98.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,9.0,10.0,98.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,98.0,10.0,10.0,10.0,9.0,10.0,10.0,98.0,10.0,,1.0,1.0,6.0,2.0,2.0,2.0,,,,2.0,3.0,5.0,12,6.0,3.0,99.0,999.0,2.0,1.0,"0,87","1,09"
1777,20200231324,CATI,,,78465022733,"ОАО ""КОШКИНСКАГРОПРОМСНАБ""",6374003431,01.12.2020,Волга,01306 Самарский филиал,Медь,B2B,МСП,10,не дорого связь нормальная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,"0,87","1,15"
1778,20200231425,CATI,,,78466040186,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО РАЙОНА К-ЧЕРКАССКИЙ САМАРСКОЙ ОБЛАСТИ ""ИСТОРИКО-КРАЕВЕДЧЕСКИЙ МУЗЕЙ""",6372019147,14.10.2020,Волга,01306 Самарский филиал,Медь,B2G,МСП,10,"оперативно откликаются на заявки, устраняют претензии",10.0,99.0,99.0,98.0,10.0,98.0,10.0,10.0,99.0,10.0,10.0,10.0,5.0,5.0,10.0,10.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,,1.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,999.0,1.0,98,98.0,3.0,47.0,5.0,2.0,1.0,"0,87","1,15"
